Species,zone_n,zone_s,zone_g
Pearcea_hispidissima,tropical,tropical,tropical
Pearcea_hypocyrtiflora,tropical,tropical,tropical
Pearcea_reticulata,tropical,tropical,tropical
Pearcea_rhodotricha,tropical,tropical,tropical
Pearcea_schimpfii,NA,tropical,tropical
Pearcea_sprucei,tropical,tropical,tropical
Pearsonia_aristata,NA,else,else
Pearsonia_cajanifolia,NA,else,else
Pearsonia_grandifolia,NA,else,else
Pearsonia_obovata,NA,else,else
Pearsonia_sessilifolia,NA,else,else
Pearsonia_uniflora,NA,else,else
Pecluma_absidata,tropical,tropical,tropical
Pecluma_alfredii,else,NA,else
Pecluma_atra,else,NA,else
Pecluma_camptophyllaria,tropical,else,tropical
Pecluma_chnoophora,NA,else,else
Pecluma_consimilis,tropical,tropical,tropical
Pecluma_curvans,tropical,else,else
Pecluma_dispersa,else,tropical,else
Pecluma_divaricata,tropical,tropical,tropical
Pecluma_dulcis,else,else,else
Pecluma_eurybasis,tropical,else,tropical
Pecluma_ferruginea,else,NA,else
Pecluma_filicula,tropical,else,else
Pecluma_hartwegiana,else,NA,else
Pecluma_hygrometrica,tropical,tropical,tropical
Pecluma_longepinnulata,else,NA,else
Pecluma_paradiseae,else,else,else
Pecluma_pastazensis,tropical,tropical,tropical
Pecluma_pectinata,else,tropical,tropical
Pecluma_pectinatiformis,NA,else,else
Pecluma_pilosa,tropical,else,else
Pecluma_plumula,else,else,tropical
Pecluma_recurvata,NA,else,else
Pecluma_rhachipterygia,else,NA,else
Pecluma_robusta,NA,else,else
Pecluma_sicca,NA,else,else
Pecluma_singeri,NA,else,else
Pecluma_sursumcurrens,else,NA,else
Pecteilis_gigantea,else,NA,else
Pecteilis_radiata,else,NA,else
Pecteilis_susannae,else,tropical,else
Pectiantia_pentandra,else,NA,else
Pectis_angustifolia,else,NA,else
Pectis_bonplandiana,else,else,else
Pectis_brevipedunculata,NA,else,else
Pectis_capillipes,else,NA,else
Pectis_ciliaris,else,NA,else
Pectis_coulteri,else,NA,else
Pectis_decemcarinata,else,NA,else
Pectis_diffusa,else,NA,else
Pectis_elongata,else,tropical,tropical
Pectis_exilis,else,NA,else
Pectis_exserta,else,NA,else
Pectis_filipes,else,NA,else
Pectis_haenkeana,else,NA,else
Pectis_holochaeta,else,NA,else
Pectis_humifusa,else,tropical,else
Pectis_latisquama,else,NA,else
Pectis_linearifolia,else,NA,else
Pectis_linearis,else,NA,else
Pectis_linifolia,else,tropical,else
Pectis_longipes,else,NA,else
Pectis_multiseta,else,NA,else
Pectis_odorata,NA,else,else
Pectis_oligocephala,NA,tropical,tropical
Pectis_papposa,else,NA,else
Pectis_pringlei,else,NA,else
Pectis_prostrata,else,tropical,else
Pectis_purpurea,else,NA,else
Pectis_repens,else,NA,else
Pectis_rusbyi,else,NA,else
Pectis_sessiliflora,NA,else,else
Pectis_stenophylla,else,NA,else
Pectis_uniaristata,else,else,else
Pectis_vollmeri,else,NA,else
Pectocarya_anisocarpa,else,NA,else
Pectocarya_heterocarpa,else,NA,else
Pectocarya_linearis,else,else,else
Pectocarya_penicillata,else,NA,else
Pectocarya_peninsularis,else,NA,else
Pectocarya_platycarpa,else,NA,else
Pectocarya_pusilla,else,else,else
Pectocarya_recurvata,else,NA,else
Pectocarya_setosa,else,NA,else
Pedalium_murex,tropical,else,tropical
Pedersenia_argentata,else,else,tropical
Pedersenia_costaricensis,tropical,NA,tropical
Pedersenia_pulverulenta,else,else,else
Pedicellarum_paiei,tropical,tropical,tropical
Pedicularis_achilleifolia,else,NA,else
Pedicularis_alaschanica,else,NA,else
Pedicularis_amoena,else,NA,else
Pedicularis_anas,else,NA,else
Pedicularis_angustifolia,else,NA,else
Pedicularis_anthemifolia,else,NA,else
Pedicularis_apodochila,else,NA,else
Pedicularis_armata,else,NA,else
Pedicularis_ascendens,else,NA,else
Pedicularis_asplenifolia,else,NA,else
Pedicularis_attollens,else,NA,else
Pedicularis_axillaris,else,NA,else
Pedicularis_batangensis,else,NA,else
Pedicularis_bicornuta,else,NA,else
Pedicularis_bipinnatifida,else,NA,else
Pedicularis_brachyodonta,else,NA,else
Pedicularis_bracteosa,else,NA,else
Pedicularis_brevirostris,else,NA,else
Pedicularis_canadensis,else,NA,else
Pedicularis_capitata,else,NA,else
Pedicularis_cenisia,else,NA,else
Pedicularis_centranthera,else,NA,else
Pedicularis_cephalantha,else,NA,else
Pedicularis_cernua,else,NA,else
Pedicularis_chamissonis,else,NA,else
Pedicularis_cheilanthifolia,else,NA,else
Pedicularis_chinensis,else,NA,else
Pedicularis_comosa,else,NA,else
Pedicularis_compacta,else,NA,else
Pedicularis_condensata,else,NA,else
Pedicularis_confertiflora,else,NA,else
Pedicularis_contorta,else,NA,else
Pedicularis_cranolopha,else,NA,else
Pedicularis_crassirostris,else,NA,else
Pedicularis_crenulata,else,NA,else
Pedicularis_cristatella,else,NA,else
Pedicularis_croizatiana,else,NA,else
Pedicularis_cryptantha,else,NA,else
Pedicularis_cystopteridifolia,else,NA,else
Pedicularis_dasystachys,else,NA,else
Pedicularis_davidii,else,NA,else
Pedicularis_decora,else,NA,else
Pedicularis_densiflora,else,NA,else
Pedicularis_densispica,else,NA,else
Pedicularis_dichotoma,else,NA,else
Pedicularis_diffusa,else,NA,else
Pedicularis_dolichocymba,else,NA,else
Pedicularis_dolichorhiza,else,NA,else
Pedicularis_elongata,else,NA,else
Pedicularis_elwesii,else,NA,else
Pedicularis_flammea,else,NA,else
Pedicularis_flava,else,NA,else
Pedicularis_foliosa,else,NA,else
Pedicularis_garckeana,else,NA,else
Pedicularis_glabra,else,NA,else
Pedicularis_globifera,else,NA,else
Pedicularis_gloriosa,else,NA,else
Pedicularis_gracilis,else,NA,else
Pedicularis_graeca,else,NA,else
Pedicularis_groenlandica,else,NA,else
Pedicularis_gruina,else,NA,else
Pedicularis_gyroflexa,else,NA,else
Pedicularis_henryi,else,NA,else
Pedicularis_heydei,else,NA,else
Pedicularis_hirsuta,else,NA,else
Pedicularis_hoffmeisteri,else,NA,else
Pedicularis_incarnata,else,NA,else
Pedicularis_incurva,tropical,tropical,tropical
Pedicularis_ingens,else,NA,else
Pedicularis_integrifolia,else,NA,else
Pedicularis_kansuensis,else,NA,else
Pedicularis_keiskei,else,NA,else
Pedicularis_kerneri,else,NA,else
Pedicularis_labradorica,else,NA,else
Pedicularis_lachnoglossa,else,else,else
Pedicularis_lanata,else,NA,else
Pedicularis_lanceolata,else,NA,else
Pedicularis_langsdorffii,else,NA,else
Pedicularis_lapponica,else,NA,else
Pedicularis_lasiophrys,else,NA,else
Pedicularis_likiangensis,else,NA,else
Pedicularis_longiflora,else,NA,else
Pedicularis_lutescens,else,NA,else
Pedicularis_lyrata,else,NA,else
Pedicularis_macrosiphon,else,NA,else
Pedicularis_metaszetschuanica,else,NA,else
Pedicularis_mexicana,else,NA,else
Pedicularis_mixta,else,NA,else
Pedicularis_mollis,else,NA,else
Pedicularis_monbeigiana,else,NA,else
Pedicularis_muscicola,else,NA,else
Pedicularis_muscoides,else,NA,else
Pedicularis_mussotii,else,NA,else
Pedicularis_myriophylla,else,NA,else
Pedicularis_nana,else,NA,else
Pedicularis_nipponica,else,NA,else
Pedicularis_oederi,else,NA,else
Pedicularis_olgae,else,NA,else
Pedicularis_oliveriana,else,NA,else
Pedicularis_orizabae,else,NA,else
Pedicularis_ornithorhyncha,else,NA,else
Pedicularis_ornithorhynchos,else,NA,else
Pedicularis_orthantha,else,NA,else
Pedicularis_oxycarpa,else,NA,else
Pedicularis_palustris,else,NA,else
Pedicularis_parryi,else,NA,else
Pedicularis_parviflora,else,NA,else
Pedicularis_pectinata,else,NA,else
Pedicularis_plicata,else,NA,else
Pedicularis_polyodonta,else,NA,else
Pedicularis_portenschlagii,else,NA,else
Pedicularis_praeruptorum,else,NA,else
Pedicularis_procera,else,NA,else
Pedicularis_przewalskii,else,NA,else
Pedicularis_pseudomelampyriflora,else,NA,else
Pedicularis_punctata,else,NA,else
Pedicularis_pycnantha,else,NA,else
Pedicularis_pyramidata,else,NA,else
Pedicularis_pyrenaica,else,NA,else
Pedicularis_racemosa,else,NA,else
Pedicularis_recutita,else,NA,else
Pedicularis_resupinata,else,NA,else
Pedicularis_rex,else,NA,else
Pedicularis_rhinanthoides,else,NA,else
Pedicularis_rhodotricha,else,NA,else
Pedicularis_rosea,else,NA,else
Pedicularis_rostratocapitata,else,NA,else
Pedicularis_rostratospicata,else,NA,else
Pedicularis_roylei,else,NA,else
Pedicularis_rubens,else,NA,else
Pedicularis_rudis,else,NA,else
Pedicularis_rupicola,else,NA,else
Pedicularis_salviiflora,else,NA,else
Pedicularis_sceptrum-carolinum,else,NA,else
Pedicularis_schizocalyx,else,NA,else
Pedicularis_semenowii,else,NA,else
Pedicularis_semibarbata,else,NA,else
Pedicularis_semitorta,else,NA,else
Pedicularis_sibthorpii,else,NA,else
Pedicularis_siphonantha,else,NA,else
Pedicularis_smithiana,else,NA,else
Pedicularis_spicata,else,NA,else
Pedicularis_steiningeri,else,NA,else
Pedicularis_stewartii,else,NA,else
Pedicularis_striata,else,NA,else
Pedicularis_sudetica,else,NA,else
Pedicularis_superba,else,NA,else
Pedicularis_sylvatica,else,NA,else
Pedicularis_szetschuanica,else,NA,else
Pedicularis_ternata,else,NA,else
Pedicularis_thamnophila,else,NA,else
Pedicularis_torta,else,NA,else
Pedicularis_trichoglossa,else,NA,else
Pedicularis_tripinnata,else,NA,else
Pedicularis_tristis,else,NA,else
Pedicularis_tuberosa,else,NA,else
Pedicularis_uliginosa,else,NA,else
Pedicularis_venusta,else,NA,else
Pedicularis_verticillata,else,NA,else
Pedicularis_vialii,else,NA,else
Pedicularis_wilhelmsiana,else,NA,else
Pedicularis_yezoensis,else,NA,else
Pediocactus_simpsonii,else,NA,else
Pediomelum_aromaticum,else,NA,else
Pediomelum_esculentum,else,NA,else
Pediomelum_hypogaeum,else,NA,else
Pediomelum_latestipulatum,else,NA,else
Pediomelum_megalanthum,else,NA,else
Pediomelum_tenuiflorum,else,NA,else
Pedistylis_galpinii,NA,else,else
Pedleya_acanthoclada,NA,else,else
Peersia_frithii,NA,else,else
Peersia_macradenia,NA,else,else
Peganum_harmala,else,else,else
Pegia_nitida,else,NA,else
Pegolettia_baccaridifolia,NA,else,else
Pegolettia_lanceolata,NA,else,else
Pegolettia_oxyodonta,NA,else,else
Pegolettia_retrofracta,NA,else,else
Pegolettia_senegalensis,else,else,else
Peixotoa_cordistipula,NA,else,else
Peixotoa_glabra,NA,else,else
Peixotoa_goiana,NA,else,else
Peixotoa_hispidula,NA,else,else
Peixotoa_jussieuana,NA,tropical,tropical
Peixotoa_magnifica,NA,else,else
Peixotoa_paludosa,NA,else,else
Peixotoa_parviflora,NA,else,else
Peixotoa_reticulata,NA,else,else
Peixotoa_spinensis,NA,else,else
Peixotoa_tomentosa,NA,else,else
Pelargonium_×domesticum,else,else,else
Pelargonium_×hortorum,else,else,else
Pelargonium_×hybridum,else,else,else
Pelargonium_abrotanifolium,else,else,else
Pelargonium_acetosum,NA,else,else
Pelargonium_aciculatum,NA,else,else
Pelargonium_acraeum,NA,else,else
Pelargonium_alchemilloides,else,else,else
Pelargonium_alpinum,NA,else,else
Pelargonium_alternans,NA,else,else
Pelargonium_althaeoides,else,else,else
Pelargonium_anethifolium,else,else,else
Pelargonium_antidysentericum,NA,else,else
Pelargonium_appendiculatum,NA,else,else
Pelargonium_aridum,NA,else,else
Pelargonium_articulatum,else,else,else
Pelargonium_asarifolium,NA,else,else
Pelargonium_auritum,NA,else,else
Pelargonium_australe,else,else,else
Pelargonium_barklyi,NA,else,else
Pelargonium_betulinum,else,else,else
Pelargonium_bowkeri,else,else,else
Pelargonium_caffrum,else,else,else
Pelargonium_candicans,else,else,else
Pelargonium_capillare,NA,else,else
Pelargonium_capitatum,else,else,else
Pelargonium_capituliforme,NA,else,else
Pelargonium_carneum,NA,else,else
Pelargonium_carnosum,else,else,else
Pelargonium_caucalifolium,NA,else,else
Pelargonium_chelidonium,NA,else,else
Pelargonium_citronellum,NA,else,else
Pelargonium_columbinum,NA,else,else
Pelargonium_cordifolium,else,else,else
Pelargonium_coronopifolium,NA,else,else
Pelargonium_crassipes,NA,else,else
Pelargonium_crispum,else,else,else
Pelargonium_crithmifolium,else,else,else
Pelargonium_cucullatum,else,else,else
Pelargonium_dasyphyllum,NA,else,else
Pelargonium_denticulatum,else,else,else
Pelargonium_dichondrifolium,else,else,else
Pelargonium_dipetalum,NA,else,else
Pelargonium_dispar,NA,else,else
Pelargonium_dolomiticum,NA,else,else
Pelargonium_drummondii,NA,else,else
Pelargonium_echinatum,else,else,else
Pelargonium_elegans,NA,else,else
Pelargonium_ellaphieae,NA,else,else
Pelargonium_elongatum,else,else,else
Pelargonium_englerianum,tropical,else,else
Pelargonium_exhibens,NA,else,else
Pelargonium_exstipulatum,else,else,else
Pelargonium_fergusoniae,NA,else,else
Pelargonium_fissifolium,NA,else,else
Pelargonium_fruticosum,else,else,else
Pelargonium_fulgidum,else,else,else
Pelargonium_gibbosum,NA,else,else
Pelargonium_glechomoides,tropical,NA,tropical
Pelargonium_glutinosum,NA,else,else
Pelargonium_grandiflorum,else,else,else
Pelargonium_graveolens,else,else,else
Pelargonium_griseum,NA,else,else
Pelargonium_grossularioides,else,else,else
Pelargonium_havlasae,NA,else,else
Pelargonium_helmsii,else,else,else
Pelargonium_hermaniifolium,NA,else,else
Pelargonium_hirtum,tropical,else,else
Pelargonium_hispidum,tropical,else,else
Pelargonium_hypoleucum,NA,else,else
Pelargonium_hystrix,NA,else,else
Pelargonium_incarnatum,NA,else,else
Pelargonium_incrassatum,NA,else,else
Pelargonium_inodorum,NA,else,else
Pelargonium_inquinans,else,else,else
Pelargonium_iocastum,NA,else,else
Pelargonium_ionidiflorum,else,else,else
Pelargonium_karooicum,NA,else,else
Pelargonium_klinghardtense,NA,else,else
Pelargonium_laevigatum,else,else,else
Pelargonium_lanceolatum,NA,else,else
Pelargonium_laxum,NA,else,else
Pelargonium_leipoldtii,NA,else,else
Pelargonium_littorale,NA,else,else
Pelargonium_lobatum,NA,else,else
Pelargonium_longicaule,NA,else,else
Pelargonium_longiflorum,NA,else,else
Pelargonium_longifolium,else,else,else
Pelargonium_luridum,NA,else,else
Pelargonium_luteolum,NA,else,else
Pelargonium_magenteum,NA,else,else
Pelargonium_minimum,NA,else,else
Pelargonium_moniliforme,NA,else,else
Pelargonium_multibracteatum,tropical,tropical,tropical
Pelargonium_multicaule,NA,else,else
Pelargonium_multiradiatum,NA,else,else
Pelargonium_myrrhifolium,else,else,else
Pelargonium_nanum,NA,else,else
Pelargonium_nervifolium,NA,else,else
Pelargonium_odoratissimum,tropical,else,else
Pelargonium_oenothera,NA,else,else
Pelargonium_ovale,else,else,else
Pelargonium_panduriforme,else,else,else
Pelargonium_papilionaceum,else,else,else
Pelargonium_parvipetalum,NA,else,else
Pelargonium_patulum,NA,else,else
Pelargonium_peltatum,else,else,else
Pelargonium_pillansii,NA,else,else
Pelargonium_pilosellifolium,NA,else,else
Pelargonium_pinnatum,NA,else,else
Pelargonium_polycephalum,NA,else,else
Pelargonium_praemorsum,NA,else,else
Pelargonium_proliferum,NA,else,else
Pelargonium_psammophilum,NA,else,else
Pelargonium_pseudofumarioides,NA,else,else
Pelargonium_pulchellum,NA,else,else
Pelargonium_pulverulentum,NA,else,else
Pelargonium_quercifolium,else,else,else
Pelargonium_quinquelobatum,tropical,tropical,tropical
Pelargonium_radens,NA,else,else
Pelargonium_radiatum,NA,else,else
Pelargonium_radulifolium,NA,else,else
Pelargonium_ramosissimum,NA,else,else
Pelargonium_ranunculophyllum,NA,else,else
Pelargonium_rapaceum,NA,else,else
Pelargonium_reniforme,else,else,else
Pelargonium_ribifolium,tropical,else,else
Pelargonium_rodneyanum,NA,else,else
Pelargonium_scabroides,NA,else,else
Pelargonium_scabrum,NA,else,else
Pelargonium_schizopetalum,else,else,else
Pelargonium_senecioides,NA,else,else
Pelargonium_sericifolium,else,else,else
Pelargonium_setulosum,NA,else,else
Pelargonium_sidoides,else,else,else
Pelargonium_spinosum,NA,else,else
Pelargonium_stipulaceum,NA,else,else
Pelargonium_sublignosum,NA,else,else
Pelargonium_suburbanum,NA,else,else
Pelargonium_tabulare,else,else,else
Pelargonium_ternatum,NA,else,else
Pelargonium_ternifolium,NA,else,else
Pelargonium_tetragonum,else,else,else
Pelargonium_tomentosum,else,else,else
Pelargonium_tongaense,else,else,else
Pelargonium_tragacanthoides,NA,else,else
Pelargonium_tricolor,else,else,else
Pelargonium_trifidum,else,else,else
Pelargonium_trifoliolatum,NA,else,else
Pelargonium_triphyllum,NA,else,else
Pelargonium_triste,else,else,else
Pelargonium_undulatum,NA,else,else
Pelargonium_viciifolium,NA,else,else
Pelargonium_vitifolium,else,else,else
Pelargonium_xerophyton,else,else,else
Pelargonium_zonale,else,else,tropical
Pelatantheria_scolopendrifolia,else,NA,else
Pelecyphora_aselliformis,else,NA,else
Pelecyphora_strobiliformis,else,NA,else
Pelexia_adnata,else,NA,else
Pelexia_funckiana,else,tropical,else
Pelexia_gutturosa,else,NA,else
Pelexia_itatiayae,NA,else,else
Pelexia_laxa,else,else,tropical
Pelexia_novofriburgensis,tropical,else,else
Pelexia_oestrifera,NA,else,else
Pelexia_orthosepala,NA,else,else
Pelexia_viridis,NA,else,else
Peliosanthes_teta,tropical,tropical,tropical
Peliostomum_junceum,NA,else,else
Peliostomum_leucorrhizum,NA,else,else
Peliostomum_origanoides,NA,else,else
Peliostomum_virgatum,NA,else,else
Pellaea_andromedifolia,else,else,else
Pellaea_angulosa,tropical,else,else
Pellaea_atropurpurea,else,NA,else
Pellaea_boivinii,tropical,else,else
Pellaea_brachyptera,else,NA,else
Pellaea_breweri,else,NA,else
Pellaea_bridgesii,else,NA,else
Pellaea_calidirupia,NA,else,else
Pellaea_calomelanos,tropical,else,else
Pellaea_cordifolia,else,else,else
Pellaea_doniana,tropical,else,tropical
Pellaea_dura,tropical,else,tropical
Pellaea_falcata,else,else,else
Pellaea_gastonyi,else,NA,else
Pellaea_glabella,else,NA,else
Pellaea_glauca,else,else,else
Pellaea_intermedia,else,NA,else
Pellaea_leucomelas,else,else,else
Pellaea_longipilosa,tropical,else,else
Pellaea_mucronata,else,NA,else
Pellaea_muelleri,NA,else,else
Pellaea_nana,NA,else,else
Pellaea_oaxacana,else,NA,else
Pellaea_ovata,else,tropical,else
Pellaea_paradoxa,else,else,else
Pellaea_pectiniformis,tropical,else,else
Pellaea_pringlei,else,NA,else
Pellaea_pteroides,NA,else,else
Pellaea_regnelliana,NA,else,else
Pellaea_reynoldsii,NA,else,else
Pellaea_rotundifolia,else,else,else
Pellaea_rufa,NA,else,else
Pellaea_sagittata,else,else,else
Pellaea_striata,NA,else,else
Pellaea_ternifolia,else,else,else
Pellaea_truncata,else,NA,else
Pellaea_villosa,else,NA,else
Pellaea_wrightiana,else,NA,else
Peltaea_edouardii,NA,else,else
Peltaea_heringeri,NA,else,else
Peltaea_krapovickasiorum,tropical,NA,tropical
Peltaea_lasiantha,NA,else,else
Peltaea_macedoi,NA,else,else
Peltaea_obsita,tropical,else,else
Peltaea_ovata,tropical,tropical,tropical
Peltaea_polymorpha,NA,else,else
Peltaea_riedelii,tropical,else,else
Peltaea_sessiliflora,tropical,else,tropical
Peltaea_speciosa,tropical,else,else
Peltaea_trinervis,tropical,else,tropical
Peltaria_alliacea,else,else,else
Peltocalathos_baurii,NA,else,else
Peltogyne_confertiflora,NA,else,else
Penaea_acutifolia,NA,else,else
Penaea_cneorum,NA,else,else
Penaea_mucronata,else,else,else
Pendressia_wardellii,NA,else,else
Penianthus_camerounensis,tropical,NA,tropical
Penianthus_patulinervis,tropical,NA,tropical
